翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
ho678,ジョバンニ・スタイラス……,Джованни Стилус... Разрешение на нейтрализацию,乔班尼·斯泰拉斯……,조반니 스타일러스......,
,「駆除」対象。捜索開始。,на месте выдано. Начинаю поиск.,“驱除”对象，搜索开始。,제거 대상 확인. 탐색 시작.,
ho679,ボーナススコア：＋５点。,Бонусный балл: +5.,奖励评分：5点。,추가 스코어 5.,
ho680,カムパネルラ・デミオン……,Кампанелла ДеМиллион... Ценный актив с высоким баллом.,康帕聂拉·德米安……,캄파넬라 데미안......,
,高スコア。「駆除」禁止対象。,Нейтрализация запрещена. Обеспечить сохранность,高分个体，禁止“驱除”。,"상위 스코어. ""제거"" 금지 대상.",
,射撃時は、麻痺弾のみを使用すること。,актива нелетальными патронами.,射击时，仅使用麻醉弹。,사격 시는 마비탄만 사용할 것.,
ho681,承知しました！,Понятно!,是！,알겠습니다!,
ho682,あいつらは……？,Кто они...?,那些人是……？,저 녀석들은 뭐지......?,
ho683,――「紅友隊」だ。,Отдел Исследований и Правоприменения.,——是“红友队”。,"......""홍우대""야.",
ho684,カレルレンに「割り当て」られていない,ОИП. Собственное спецподразделение Кареллена.,如果两个人未经卡列伦“指派”却生了小孩，,"카렐렌이 ""지정하지 않은"" 인간 사이에서",
,人間同士の子供――「許可外子」の駆除や,"Агенты-люди, обученные зачищать несанкционированные",他们就会去“驱除”这种“未许可儿童”。,"태어난 ""허가 외 아이""의 제거 및,",
,暴徒の鎮圧を行う、\.\.カレルレン直属の武装隊。,рождения и подавлять диссидентов.,还负责镇压暴徒……\.\.是卡列伦直辖的武装。,폭도 진압 시 보내는 카렐렌 직속 부대지.,
ho685,駆除……,Зачищать...? Ты имеешь в виду...,驱除……,제거......,
ho686,人間だけど、,"Ага. Они может и люди, но с этими",虽然他们是人类，,"인간이긴 해도,",
,あのパワードスーツは危険そのものだ。,"силовыми костюмами, они чертовски опасны.",但那身动力装甲浑身上下都很危险。,저 강화복은 너무 위험해.,
,人間だからＥＭＰ弾も効かないしな。,"К тому же, они не уязвимы для ЭМИ.",而且里面是人，所以EMP弹对他们没用。,인간이라 EMP탄도 안 먹히거든.,
ho687,……さて、これから,Итак...,……那么，,그럼......,
,どうしようか。,Какой теперь план?,下一步该怎么办呢？,이제 어쩐다.,
yamaSneak1,\C[1]（使えそうな茂みがあるな。,,,,
,隠れて進もう）,,,,
ho687-1,地球型の小動物Rだ。,Крит-R. Выглядит как земное существо.,地球小动物外形的R。,지구의 소형 동물 형태를 한 R이다.,
,背中の模様の中にR-codeを見つけた。,У него на спине R-код.,R-code藏在背上的花纹里。,등에 난 무늬에서 R-codes를 찾았다.,
ho687-2,R-code入手：Chip 'n Dale - E474,Р-код получен: «Чип и Дейл» - E474,获得R-code：Chip 'n Dale - E474,R-codes 획득: Chip 'n Dale - E474,
ho687-3,噴水だ。,Это фонтан. Там,喷泉。,분수다.,
,縁にR-codeが書いてある。,Р-код на дне.,R-code写在它的边缘。,가장자리에 R-codes가 새겨져 있다.,
ho687-4,R-code入手：Fountains of Paradise - 21AE,Р-код получен: «Райские Фонтаны» - 21AE,获得R-code：Fountains of Paradise - 21AE,R-codes 획득: Fountains of Paradise - 21AE,
ho687-5,ホログラム投影,Голографическая проекция,全息投影,홀로그램 투영,
ho687-6,やめておく,Сдаться,算了,그만둔다,
ho687-7,手動操作,Ручное управление,手动控制,수동 조작,
ho688,ね～ね～、せんぱーい。,Эй... Не пора ли сделать перерыв?,前辈～前辈啊～,있죠~ 선배~,
,俺、つかれた〜。,"Я так устал, что вот-вот свалюсь...",我累了啦～,저 피곤해요~,
ho689,任務中だぞ。,Заткнись. Ты меня отвлекаешь.,执行任务呢，,임무 중이야.,
,話しかけるな。,Мы посреди миссии.,别找我聊天。,말 걸지 마라.,
ho690,え～？　いいじゃないスか。,"Ой, да ладно тебе. Расслабься, а?",诶～？没关系吧～,네~? 이 정도는 괜찮잖아요.,
,どうせ大した仕事でもないんだし。,Эта работа – не высшая математика.,又不是什么大不了的任务。,어차피 대수로운 일도 아닌데요 뭐.,
ho691,カレルレンからほとんど情報来ないって,"Стрелять на поражение, потом зачистка.",卡列伦几乎没给咱们信息，,카렐렌에게서 온 정보도,
,そういうことでしょ？,Проще простого. Поэтому Кареллен и прислал нам,不就代表没多大事吗？,거의 없었잖아요?,
,内容も「ネズミ駆除」と似たようなモンだし……,почти нихрена в инструктаже.,差不多帮忙抓个老鼠而已……,"내용도 ""쥐새끼 제거"" 정도고......",
ho692,つか俺、ゼウスなんて初めて来ましたよ。,"К тому же, я впервые на Приме Зевс!",话说，我还是第一次来星主耶。,그건 그렇고 제우스는 처음 와 보네요.,
,セカンダ・ヘラ出身なもんで。,"Я с Секунды Геры, чувак. Это, типа,",我是天后出来的嘛，万年老二。,전 세쿤다 헤라 출신이거든요.,
,まさか任務で来ることになるとはねー。,была мечта всей моей жизни – попасть сюда.,没想到有朝一日踏入这宝地，却是来出任务啊～,설마 임무로 오게 될 줄은 몰랐어요~,
ho693,遊ぶな、気を引き締めろ。,Это не отпуск. Сконцентрируйся на задаче.,别玩了，认真搜索。,딴짓 하지 말고 정신 바짝 차려.,
,……恐らくだが、これは普通の任務じゃないぞ。,На этом деле несколько отрядов.,……要我说，这可不是什么寻常任务。,......아마 이번 임무는 평범하지 않을 거야.,
,場所も特殊なうえ、別働隊まで出動している。,Слишком много для обычной миссии.,不仅地点很特殊，连别动队都派过来了。,장소도 특별한 데다 별동대까지 왔으니까.,
ho694,カレルレンからの情報が無いのも、きな臭い。,И никаких деталей от Кареллена? Что-то тут,何况卡列伦没给信息本身就很不对劲。,카렐렌의 정보가 거의 없는 것도 수상해.,
,母親の方……トーシア・スタイラスなど、,"нечисто... Одна из целей, Тосия Стилус,",那个任务目标的母亲……托西娅·斯泰拉斯，,모친 쪽...... 토시아 스타일러스였나.,
,医療施設にいる病人相手に５人も出動だ。,в коме. Так зачем ЕЙ пять человек?,躺在医院里都动不了，竟然派了五个人盯着啊。,의료 시설 환자 상대로 다섯 명이 출동했고.,
