翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
,危ない気配のする女だな）,"Может, даже опасной.)",有点危险）,위험해 보이는걸),
2nd2ho263,出掛けんのか？　ケイトと？,Ох... Ты встречаешься с Кейт?,你要跟凯特出门？,"뭐야, 케이트와 나가게?",
,へー……,серьёзно?,嘿……,호오……,
2nd2ho264,……\.\.気をつけろよ？,"Просто...\.\.будь осторожен, хорошо?",……\.\.你可当心点啊？,"……\.\.조심해라, 알았냐?",
2nd2ho265,,,,,
▼スプロール・ハイヴ1,,,,,
2nd2ho267,\C[1]（えっと……,"\C[1](Ах, да... Предполагается, что я должен",\C[1]（呃……,\C[1](그러니까……,
,路上はチャット、だったっけ？）,"использовать чат, когда мы на",在大路上说话要发消息，来着？）,거리에서는 채팅을 쓰라고 했었지?),
,,поверхности.),,,
2nd2ho281,\C[1]（へえー……,"\C[1](Ого... Впечатляет, что они могут",\C[1]（这样啊……,\C[1](호오……,
,ここのやつらだけで、ここまで……）,управляться с такими технологиями,光靠他们自己，竟然能做到这一步……）,여기 있는 물건으로 거기까지……),
,,самостоятельно.),,,
2nd2ho290,\C[1]（……\|理解できないな）,\C[1](Я...\|правда её не понимаю.),\C[1]（……\|我无法理解）,\C[1](……\|이해가 안 되는걸.),
2nd2ho299,\C[1]（地球……）,\C[1](Аа?),\C[1]（地球……）,\C[1](지구……),
2nd2ho301,\C[1]（どういうつもりだ？,"\C[1](О, боже...",\C[1]（她想干什么……？）,\C[1](저 애……,
,この女……）,"Она что, пытается меня убить?)",,무슨 짓을 하려고?),
2nd2ho305,\C[1]（ここ、まさか……）,\C[1](Подожди минуту...),\C[1]（这里该不会是……）,\C[1](여기는 설마……),
2nd2ho310,\C[1]（……やっぱり……）,"\C[1](Она говорит о том, о чём я думаю...?)",\C[1]（……果然……）,\C[1](역시나……),
2nd2ho312,はー、,*Вздох* Наконец-то немного,哈——！,하아~,
,やっと話せる場所に来たねっ！,тишины и покоя...,总算能直接说话了！,겨우 대화할 수 있는 곳에 왔네!,
,,"Хорошо, когда есть место,",,,
,,где можно поговорить.,,,
2nd2ho313,\C[1]（……妙な雰囲気の部屋だな）,\C[1](Моё сердце вот-вот выпрыгнет из груди...),\C[1]（……这屋里的感觉怪怪的）,\C[1](……묘한 분위기를 풍기는 방이네),
2nd2ho314,広々としたベッドだ。,Эта кровать огромная.,很大的床。,널찍한 침대다.,
,２人用だろうか。,"Думаю, она предназначена для двоих...",大概能睡下两个人。,2인용인가?,
2nd2ho315,人形のようだ。,"Что это, какая-то игрушка?",长得像个人偶。是什么玩具吗？,인형 같다.,
,凹凸の目立つ不思議な形状をしている。,У нее очень странная форма.,形状怪怪的，凹凸很夸张。,울퉁불퉁하고 기이한 형태다.,
2nd2ho319,帰るの？,Что не так? Ты уже уходишь?,你想走吗？,돌아갈 거야?,
2nd2ho320,もしかして……\.\.,Это значит...\.\.ты не хочешь остаться,你……\.\.,혹시……\.\.,
,ケイトとホテル、いやだった……？,со мной? Я сделала что-то не так?,不想跟凯特一起住宾馆吗……？,"케이트랑 호텔에 있는 거, 싫어……?",
2nd2ho321,え！　いや、,"Э-э, нет\! Эм...",呃！那、那倒没有……,"앗! 아니,",
,そんなことは……,"Дело не в этом, я просто...",,그건 아닌데……,
2nd2ho322,でも帰るんでしょ？,Тогда почему ты хочешь уйти?,但你不是准备走了吗？,하지만 돌아갈 거잖아?,
2nd2ho323,帰る,Уйти,走了,돌아간다,
2nd2ho324,帰らない,Остаться,不走,돌아가지 않는다,
2nd2ho325,\C[1]（今、帰ると,"\C[1](Если я уйду сейчас, у неё будет сильная",\C[1]（如果现在真的转头就走，,\C[1](지금 돌아가면,
,とてつもなく面倒なことに,"истерика. Может, мне просто остаться",感觉之后会非常麻烦……）,엄청나게 귀찮은 일이,
,なる気がする……）,и избавить себя от головной боли...),,벌어질 것 같아……),
2nd2ho326,,,,,
,,,,,
2nd2ho327,べ、別に帰りたいわけじゃないよ。,"Н-Нет, ты всё не так поняла! Я не пытался",我、我没打算走啦。,"도, 돌아가려던 게 아니야.",
,扉のロックを確認してたんだ。,"уйти, я просто проверял замок.",只是在检查门锁有没有问题。,문 자물쇠를 확인하려던 것뿐이었어.,
,ほらここ、ハッカーの街だし……,"Здесь же куча хакеров, так что...",你看，这里有很多黑客嘛……,여기는 해커가 모인 곳이니까……,
2nd2ho328,\{本当！？　よかった！！,\{Тогда ты останешься?!,\{真的吗？！那就好！！,\{정말?! 다행이야!!,
,びっくりしたぁ！！,УРА!!!,真是的～别吓人家嘛！！,깜짝 놀랐지 뭐야!!,
,,"Не пугай меня так, Джо-Джо!",,,
2nd2ho329,…………,...,…………,…………,
2nd2ho330,隣においでっ！,"Сюда, садись!",坐人家旁边嘛！,옆에 앉아!,
2nd2ho331,隣に座る,Сесть рядом с ней,坐她旁边,옆에 앉는다,
2nd2ho332,やめておく,Отказаться,还是算了,그만둔다,
2nd2ho333,今日は楽しかったね！,Я так отлично провела с тобой сегодня,今天逛得真开心呀！,오늘 정말 즐거웠어!,
,スプロール・ハイヴはどうだった？,время. Как тебе экскурсия по,你觉得蔓生之巢怎么样？,"스프롤 하이브, 어땠어?",
,,Ульевым Просторам?,,,
2nd2ho334,え。えっと……,"Ну, э-э...",啊？呃……,"그, 그게……",
2nd2ho335,……正直、びっくりしたよ。,"Я был удивлен, насколько это продвинутое",……说实话，我挺吃惊的。,……솔직히 깜짝 놀랐어.,
,カレルレンがいないのに、ここまで……,"место, даже без Кареллен.",你们不依靠卡列伦，也能做到这样……,카렐렌이 없는데도 이 정도라니……,
2nd2ho336,この街は、Wiが整備したのか？,Ви обустроила весь этот город?,这个城市的设施都是Wi整修的吗？,"이 마을, 전부 Wi가 정비했어?",
2nd2ho337,うん！　すごいでしょ〜！！,Ага! Это всё она.,嗯！厉害吧～！！,맞아! 굉장하지~!!,
,おねーちゃんはすごいんだ！！,Что тут скажешь? Моя сестра – лучшая!,人家的姐姐超厉害！！,언니는 정말 대단해!!,
2nd2ho338,「ゼロデイ」を作ったのも、,Она основала «Нулевой день» и привела нас,“零日”是她创立的，,"Zero Day를 만든 것도,",
,この地下都市にみんなを連れてきたのも……,"всех сюда, в подполье...",也是她把大家带到地底生活……,모두를 데리고 지하 도시에 온 것도……,
,おねーちゃん。カッコいいよねぇ〜〜❤,"Уф, разве она не самая крутая?!❤",反正姐姐超帅的啦～～❤,"언니, 정말 멋지지~❤",
2nd2ho339,おねーちゃんは、「ネズミ」たちの,"Таким бродячим крысам, как мы, нужен",她对我们这些“老鼠”来说，,"언니는 우리 ""쥐""들에게",
,太陽みたいな存在なんだぁ。,"кто-то вроде неё. Она для нас всё...",就像是太阳一样。,태양 같은 존재야.,
,……みんな、拠り所を求めてるから。,"В конце концов, мы все хотим лидера,",……因为大家都想有个家嘛。,……다들 기댈 곳이 필요하니까.,
,,на которого можно положиться.,,,
2nd2ho340,おねーちゃんがいなくなったら,"Без неё, не думаю, что смогла бы больше",要是没了姐姐，,"언니가 사라지면,",
,生きていけないかも。,терпеть эту жизнь...,我们可能就活不下去了。,조금도 살 수 없을 거야.,
2nd2ho341,拠り所……,"Лидер, да...?",家……,기댈 곳이라……,
2nd2ho342,……\|そう、拠り所。,"Ага...\| Тот, на кого можно положиться.",……\|没错。,"……\|응, 기댈 곳.",
,ジョー君は元「スコア持ち」なんだっけ？,"Джо-Джо, ты ведь раньше был Рейтером, да?",阿乔，你本来是“有分的”，对吧？,"조, 전에는 ""스코어 보유자"" 였다며?",
2nd2ho343,ま、まあ。いちおう。,"Э-э, да... До того, как сюда попал.",啊、嗯。算是。,"아, 뭐, 그랬지.",
2nd2ho344,じゃあ、わかんないかもね。,"Тогда ты понятия не имеешь, какова жизнь",那估计你不知道了。,"그럼, 바깥에 사는 '쥐'의 생활은",
,ここ以外の「ネズミ」の生活は。,"для таких изгоев, как мы, да...?",那些不在这里的“老鼠”，过的是什么日子。,전혀 모르겠네.,
2nd2ho345,……,...,……,……,
