翻訳ID,キャラ名翻訳ID,投稿時刻,日本語,英語,中国語（簡体字）,韓国語,備考
pc89,＊＠エミ推し,**:**,親戚って噂本当なのかな？,Apparently they're related?,听说这俩是亲戚，真的假的？,친척이라는 소문이 사실이었나?,
pc90,＊＠生もの地雷,**:**,単に幼馴染なんじゃなかった？,I thought they were childhood friends.,我记得不是发小而已吗？,그냥 소꿉친구 아니야?,
,,,血は繋がってない気がする,I don't think they're related…..,应该没有血缘关系吧,혈연 관계는 아닌 것 같던데,
pc91,ネル様のグッズを買ってください,**:**,そういえば２人とも,ohh wait,你这么一说我想起来了,그러고 보니 두 사람,
,,,出身惑星同じだったね,werent they born on the same planet?,这二位老家是同一个星球,같은 행성 출신이었지,
,,,あり得るかも,so probs,没准还真有可能,가능성 있는 이야기일지도,
pc92,＊,**:**,割り当ての女がマジで不細工で死にたい,"my match is such an uggo, should i just end it?",给我指派的女的奇丑无比 好想死,배우자로 지정 받은 상대가 별로라 죽고 싶어,
,,,こんなのと結婚すんの？,are they seriously telling me to marry THAT?,我就得跟这种货色结婚啊？,이런 인간과 꼭 결혼해야 돼?,
pc93,＊,**:**,は？,wtf?,？,뭐래?,
pc94,＊,**:**,しょうがないでしょ,just accept it dude,你能咋地 嚎也没用,어쩔 수 없어,
,,,カレルレンが決めたんだから従いなよ,its karellen's assignment. so just go with it,都是卡列伦定的 认命吧,카렐렌이 정했으니 따를 수밖에,
pc95,＊,**:**,この学園船にイエハトブの家族が,Is there actually someone related to that,哎听说伊哈托夫的小孩在我们学舰是真的假的？,이 학교선에 예하토브의 가족이,
,,,いるって本当？,terrorist at our school?,,타고 있다는 게 사실이야?,
,,,怖すぎるんだけど,Noooo thats so scary T-T,太恐怖了吧,너무 무서운데,
pc96,＊,**:**,マジだよ　仕方ないけどさ、,ya there is not that we can do anything tho,是真的。虽然也没法子。,어쩔 수 없는 일이지만 사실이야,
,,,正直、別校に移って欲しいよね,they should gtfo. I hope they get transferred.,不过还是希望那家伙识相点，赶快转学,솔직히 다른 데로 갔으면 좋겠어,
,,,何故よりによってゼウスに…,preferably straight into a black hole.,学校那么多，干嘛偏偏来星主读书啊……,어째서 하필 제우스냐고…,
,,,そんな優秀だったの？？,they don't belong in prima zeus!,他有那个脑子吗？？,그렇게 뛰어난 녀석인가??,
pc97,＊,**:**,女子棟の皆さん！！,hey sexy females,女生宿舍的各位美眉！！,"이봐, 여자 기숙사 사람들!!",
,,,今夜デートしませんか？？,anyone wanna go on a date 2nite??? <3,今晚要不要出来约会呀？？,오늘 밤 데이트 안 할래??,
pc98,＊,**:**,嫌,eww,滚,싫어,
pc99,＊,**:**,匿名サーバーで見つけたけど,"Found this Handler guy on the anon server,",我在匿名服务器上看到的,익명 서버에서 찾았는데,
,,,本当に色々依頼できんだね,you can ask him to do pretty much anything!,那个传说中的Handler好牛,정말 다양한 의뢰를 받더라,
,,,噂のハンドラーって奴、マジですげー,He's actually pretty awesome...,真的各种委托都接啊,"소문이 자자한 그 핸들러 말인데,",
,,,誰なんだろ,I wonder who it is?,皮下到底是谁？好奇了,"정말 짱이야, 대체 정체가 뭐지?",
pc100,＊,**:**,匿名だから正体は知られてない,idk theyre anonymous,没人知道是谁，毕竟匿名,익명이니 정체를 알 수 없지,
,,,一部ではカムパネルラとか言われてる,some people say it's campanella,有人说其实是康帕聂拉在运营,몇몇은 캄파넬라라 생각하던데,
pc101,＊,**:**,あーありそー,wouldn't be surprised tbh,啊～确实有可能,"아, 그럴듯하네.",
,,,またカムパネルラか…,am i the only one who's sick of him…?,又是康帕聂拉啊……,또 캄파넬라인가……,
pc102,＊,**:**,ゼロデイの誰かだったりして,its gotta be Zero Day,说不定是零日的人？,Zero Day 일당 중 한 명 아님?,
pc103,＊,**:**,ハンドラー、既製のクラッキングソフト,Apparently the handler doesn't even use any,听说Handler从来不用别人做好的工具,핸들러는 기존 크래킹 소프트웨어 없이,SNS
,,,使ってなくて都度作ってるらしいね,"cracking tools, they just do everything manually",每次干黑活都自己从头造轮子,수작업으로 일을 처리하나 봐,
,,,引き受けてから５分で終えるんだって,And they do everything within five minutes of a,而且从接委托到完事只用五分钟,의뢰를 맡으면 5분 내로 처리한대,
,,,どうやってるんだろうね…,"request??? handler, teach me your ways….",到底怎么做的啊能不能教教……,대체 무슨 방법을 쓰는 걸까……,
pc104,＊,**:**,流石に自作は無理だろ,dude no way they do everything manually,每次从头做也太扯了吧？,아무리 그래도 직접 만든 건 아니겠지,
,,,尾ひれつきすぎ,thats gotta be fake,吹这么玄乎有必要？,금방 꼬리가 밟힐 걸,
pc105,エーミール担,**:**,その人に依頼したら私でもエーミールさんの,Maybe I could ask the Handler to make me,如果我也去委托 那是不是连我都有戏当埃米尔,핸들러에게 의뢰하면 나도 에밀 님의,
,,,割り当て相手になれるのかな…,Emile's partner... I feel like they could do it.,同学的指派对象了……,배우자가 될 수 있을까……,
pc106,＊,**:**,カレルレンがいなかった時代って,How did people even live before Karellen was,好想知道在以前没有卡列伦的年代，,카렐렌이 없던 시대에는,
,,,みんなどうやって生活してたんだろ？,a thing? It must have been so inconvenient…,那会的人都怎么活的啊？,다들 어떻게 생활했을까?,
,,,全然想像つかん。きっと不便だったんだろうな,I don't think I could have survived.,完全想象不出来。肯定各种不方便,전혀 상상이 되지 않아. 분명 불편했을 거야,
pc107,＊,**:**,もう嫌だ　成績最悪でまたスコア下がったし,fml. my score is low as hell and my grades are,吐了 成绩太差 又扣我评分了,정말 싫다. 성적 최하위라 스코어가 또 떨어졌어,
,,,このままじゃ底辺生活まっしぐらだよ,worse …my life is basically over,再这样下去真的要底层直通车了啊,이대로 가면 밑바닥에서 구를 게 분명해,
,,,せっかくゼウスに入学できたのに,"i worked my ass off to get into prima zeus,",好不容易才挤进星主上学……,겨우 제우스에 입학했는데 이 꼴이라니,
,,,こんなの両親に顔向けできない,how tf am i gonna tell my parents about this?,这样下去真没脸见爹娘了要,부모님 얼굴을 볼 수 없을 것 같아,
,,,死にたい　誰か助けて…,i feel like just ending it all…someone save me,好想死 有没有人帮帮我……,"죽고 싶다, 누가 좀 도와줘……",
pc108,＊,**:**,匿名サーバーでハンドラーに依頼して,you should go ask the handler to mod your,那不然你去匿名服,익명 서버로 가서 핸들러에게,
,,,成績改ざんしてもらえば？,"data, someone i know did exactly that",让那个Handler给你改下分,성적 조작을 의뢰하는 건 어때?,
pc109,＊,**:**,カレルレンが俺らのパーソナルデータ,bro quit your whining. karellen makes decisions,有没有可能卡列伦分配本来就看你个人素质,카렐렌이 우리 개인 데이터를 고려해,
,,,考慮した上で決めてるんだから文句言うなよ,based on personal data. suck it up and lock in,自己没能力有啥好抱怨的,정한 거니까 불평하지 말라고,
,,,,or quit.,,,
pc110,＊,**:**,本当にそう,^what they said,就是,"그 말이 맞아, 해킹이라니 말도",
,,,ハッキングとかマジであり得ないし,how can u even consider hacking?,楼上竟然建议找黑客 离谱啊 还有人性吗,"안 되고, 인간성도 의심돼. 다른 애들",
,,,人間性疑う,u gonna take responsibility if it screws,,데이터까지 망가지면 책임질 거야?,
,,,他の人たちのデータまで狂ったら,up someone's data?,万一把别人的数据搞坏了 你负得起责任？,,
,,,責任取れんの？,,,,
pc111,＊,**:**,ハンドラーに依頼しようとしてる奴いるなら,To anyone who's thinking about contacting the,我看有人想找Handler所以提醒下,핸들러에게 의뢰를 보낼 녀석에게,
,,,忠告しとくけど、,"Handler, here's a fair warning…",,"미리 충고하는데,",
,,,ハンドラーは気に入った依頼しか受け付けないよ,They only take jobs that they like.,Handler不是什么活都干的，除非乐意,핸들러는 자기 마음에 든 의뢰만 받아,
,,,すげえ気分屋。返信の時間も不定期だし。,Totally hit-or-miss. They might not even respond.,消息也是想回才回，接不接活纯粹看心情,매우 기분파지. 답장도 제멋대로고,
,,,俺も何件か頼んだけど全部断られた,That snob turned down every job I asked for.,我也委托过好几次，全都被拒了,나도 몇 번 의뢰해 봤지만 전부 거절하더라,
pc112,＊,**:**,ハンドラーは気分屋なんじゃなくて,"the handler isn't a snob, they're just careful.",Handler不是纯粹看心情接活，,핸들러는 기분파가 아니야,
,,,危険な依頼全部拒否してるだけだよ,they don't take jobs that'll get them caught,是不接一看就知道很危险的活。,위험한 의뢰는 모두 거절하더라,
,,,慎重派っつうか、臆病っつうか…,i dunno if they're paranoid or what…,也不知道该说这叫谨慎还是怂……,"신중파라 해야 할지, 겁쟁이라 해야 할지…",
,,, ,, , ,
,,,カレルレンの直下データに関する依頼とかは,but any job messing with karellen's data,委托内容涉及到卡列伦直辖数据的话,기본적으로 카렐렌이 직접 관리하는,
,,,基本断られると思った方がいい,"is gonna be a no-go, so you can just forget it",最好别指望会接了,데이터 관련 의뢰는 거절한다고 보면 돼,
pc113,＊,**:**,そうなんだ,lameeee,这样啊,그렇구나,
,,,意外とつまんねえ奴だな、ハンドラー,i thought the handler had more guts than,那这人还挺没趣,의외로 핸들러도 째째한 녀석이네,
,,,,that,,,
pc114,ザネリ,**:**,日曜昼の自由時間ひまー,i got nothing on sunday afternoon,星期天中午自由时间无聊死了～,일요일 낮 자유시간은 한가하네,
,,,誰か遊ぼ,someone come hang out with me,想去体育楼耍耍,누구 놀 사람?,
,,,スポーツ棟とか,wanna play some sports or smth??,有没有一起的,스포츠동도 좋겠네,
pc115,カトウ,**:**,俺行く！,sure I'll come over!,我我我！,나 갈래!,
pc116,＊,**:**,俺も,Me too,举手,나도,
pc117,＊,**:**,俺もいけるー,ill be there!,我也可以,나도 갈게~,
pc118,ザネリ,**:**,いいねー,wooo,不错,좋아~,
,,,ジョバンニも誘っていこ,let's invite giovanni too,顺便叫上乔班尼吧,조반니도 데리고 가자,
,,,談話室集合で\I[2],we can meet up in the lounge,谈话室碰头\I[2],휴게실로 모여\I[2],
pc119,カトウ,**:**,オッケー,kkkkk,OK,OK~,
pc120,＊,**:**,爆乳,giant honkers,大乃乃,가슴 짱 크네,
pc121,＊,**:**,キモ笑,that is GROSS LMAO,笑吐了,우웩ㅋ,
pc122,カトウ,**:**,＠ザネリ,@Zanelli,＠札内利,＠자넬리,
,,,どう？,thoughts?,请评,어때?,
pc123,ザネリ,**:**,最高\I[6],why does it look so good LMAOOO,美炸\I[6],짱이야\I[6],
pc124,ザネリ,**:**,パパの代わりにジョバンニを逮捕しておいたよ！,we couldnt find his dad so we arrested him,虽然抓不到他爹，但是我把乔班尼抓起来啦！,애비 대신 조반니를 잡아 왔어!,
,,,こちら、凶悪犯の息子で〜す,instead look guys this is what a murderers son,都来看看，这是杀人犯的崽！,"이 녀석, 흉악범 아들이거든",
,,,,looks like!,,,
pc125,＊,**:**,カエルの子はカエル〜！！,like father like sonnnn,嘿～！老子犯事儿混蛋！！,범죄자의 자식도 범죄자야~!!,
,,,学園出てけ〜！！！,get his ass!! gtfo of our school!,退学谢罪吧！！！,살인자의 피를 이은 자식!!,
